event_name,sport,category
excessive_plank_wear,formula_1,error
causing_a_collision,formula_1,error
forcing_another_driver_off_track,formula_1,error
exceeding_track_limits,formula_1,error
unsafe_pit_lane_release,formula_1,error
impeding_another_driver_during_qualifying,formula_1,error
impeding_another_driver_during_a_race,formula_1,error
impeding_another_driver,formula_1,error
changing_car_setup_under_parc_ferme,formula_1,error
technical_infringement,formula_1,error
underweight_car,formula_1,error
illegal_part,formula_1,error
failing_to_slow_under_double_yellow_flags,formula_1,error
driving_unnecessarily_slow,formula_1,error
failing_to_maintain_ten_car-length_distance_behind_the_safety_car,formula_1,error
failing_to_maintain_proper_distance_behind_the_safety_car,formula_1,error
overtaking_during_red_flag_conditions,formula_1,error
failure_to_comply_with_a_red_flag,formula_1,error
failing_to_slow_in_the_pit_lane,formula_1,error
erratic_braking,formula_1,error
erratic_driving,formula_1,error
failing_to_slow_under_yellow_flags,formula_1,error
driving_in_a_dangerous_manner,formula_1,error
race_ban,formula_1,transition
breach_of_personnel_curfew,formula_1,transition
breach_of_covers_on_time,formula_1,error
re-joining_by_use_of_mechanical_assistance,formula_1,error
use_of_tyres_without_appropriate_identification,formula_1,error
failing_to_change_incorrect_tyres_within_three_laps,formula_1,error
failing_to_use_two_different_specifications_of_dry-weather_tyres,formula_1,error
during_the_race_in_monaco_using_only_one_set_of_tyers_of_any_specification,formula_1,error
failing_to_use_wet-weather_tyres_when_required_if_the_race_is_started_behind_safety_car,formula_1,error
leaving_the_track_and_gaining_a_lasting_advantage,formula_1,error
leaving_the_track_and_rejoining_unsafely,formula_1,error
leaving_the_track_without_a_justifiable_reason,formula_1,error
driving_unnecessarily_slow_in_a_dangerous_manner,formula_1,error
driving_erratically,formula_1,error
driving_in_a_manner_which_could_be_potentially_dangerous_to_other_drivers_or_any_other_person,formula_1,error
causing_a_collision_with_no_immediate_and_obvious_sporting_consequence,formula_1,error
causing_a_collision_with_apparent_deliberate_or_reckless_intent,formula_1,error
forcing_a_driver_off_the_track,formula_1,error
forcing_a_driver_off_the_track_recklessly,formula_1,error
impeding_another_driver,formula_1,error
impeding_another_driver_dangerously,formula_1,error
impeding_another_driver_dangerously_with_apparent_intent,formula_1,error
more_than_change_of_direction_to_defend_a_position,formula_1,error
moving_in_the_breaking_zone,formula_1,error
moving_in_the_breaking_zone_in_a_manner_deemed_potentially_dangerous,formula_1,error
crossing_a_line_at_pit_entry,formula_1,error
missing_bollard_at_pit_entry,formula_1,error
crossing_a_line_at_pit_entry_dangerously,formula_1,error
missing_bollard_at_pit_entry_dangerously,formula_1,error
crossing_a_line_at_pit_exit,formula_1,error
crossing_a_line_at_pit_exit_dangerously,formula_1,error
exceeding_the_maximum_time_between_sc_lines_without_a_justifiable_reason,formula_1,error
failing_to_slow_for_single_yellow_flags,formula_1,error
failing_to_slow_for_single_yellow_lights_on_the_track,formula_1,error
failing_to_slow_for_overtaking_another_car,formula_1,error
failing_to_slow_for_double_yellow_flags,formula_1,error
failing_to_slow_for_red_flags,formula_1,error
failing_to_respect_blue_flags,formula_1,error
failing_to_respect_blue_lights_on_the_track,formula_1,error
failing_to_slow_for_red_lights_on_the_track,formula_1,error
failing_to_respect_a_black_and_orange_flag_on_the_track,formula_1,error
failing_to_respect_a_black_flag_on_the_track,formula_1,error
speeding_in_the_pit_lane_during_reconnaissance_laps,formula_1,error
speeding_in_the_pit_lane_after_the_chequered_flag,formula_1,error
speeding_in_the_pit_lane_during_practice,formula_1,error
speeding_in_the_pit_lane_in_order_to_gain_an_advantage,formula_1,error
speeding_in_the_pit_lane_during_a_race_by_less_than_6km/h,formula_1,error
speeding_in_the_pit_lane_during_a_race_by_between_6-15km/h,formula_1,error
speeding_in_the_pit_lane_during_a_race_by_more_than_15km/h,formula_1,error
entering_the_pit_lane_when_the_pit_entry_is_closed,formula_1,error
failing_to_stop_at_a_red_light_at_the_pit_exit_during_practice,formula_1,error
failing_to_stop_at_a_red_light_at_the_pit_exit_during_a_race,formula_1,error
burnouts_during_reconnaissance_laps_in_pit_lane,formula_1,error
bite_point_checks_during_reconnaissance_laps_in_pit_lane,formula_1,error
team_personnel_on_the_grid_after_the_15_second_signal,formula_1,error
team_personnel_on_the_grid_afer_the_15_second_signal,formula_1,error
failing_to_enter_the_pit_lane_if_out_of_position_at_the_sc1_line_at_the_end_of_formation_lap,formula_1,error
failing_to_start_the_race_from_the_pit_lane_if_a_driver_caused_the_start_to_be_aborted,formula_1,error
jump_start,formula_1,error
incorrect_starting_location,formula_1,error
entering_the_pit_lane_during_the_formation_laps,formula_1,error
changing_tyres_before_the_race_start_if_the_formation_laps_have_been_carried_out_behind_the_sc,formula_1,error
changing_tyres_before_the_race_start_if_the_formation_lap_have_been_carried_out_behind_the_sc,formula_1,error
failure_to_reestablish_position_before_sc1,formula_1,error
failing_to_enter_the_pit_lane_if_out_of_position_at_the_sc1_line_on_the_formation_lap,formula_1,error
driving_unnecessarily_slowly_whilst_the_safety_car_is_deployed,formula_1,error
driving_erratically_whilst_the_safety_car_is_deployed,formula_1,error
failing_to_keep_within_ten_cars_lengths_of_the_car_in_front_during_sc,formula_1,error
exceeding_minimum_time_set_by_ecu_behind_safety_car,formula_1,error
overtaking_the_sc_and_place_given_back,formula_1,error
overtaking_the_sc,formula_1,error
overtaking_the_safety_car_and_place_given_back,formula_1,error
overtaking_the_safety_car,formula_1,error
overtaking_another_car_behind_the_sc_and_place_given_back,formula_1,error
overtaking_another_car_behind_the_safety_car_and_place_given_back,formula_1,error
overtaking_another_car_behind_the_sc_cars,formula_1,error
overtaking_another_car_behind_the_safety_cars,formula_1,error
failing_to_keep_within_ten_cars_lengths_of_the_sc,formula_1,error
failing_to_keep_within_ten_cars_lengths_of_the_safetly_car,formula_1,error
overtaking_in_pit_entry_when_sc_using_the_pit_lane,formula_1,error
overtaking_in_pit_exit_when_sc_using_the_pit_lane,formula_1,error
overtaking_in_pit_entry_when_safety_car_using_the_pit_lane,formula_1,error
overtaking_in_pit_exit_when_safety_car_using_the_pit_lane,formula_1,error
entering_the_pits_during_sc_unless_for_the_purpose_of_changing_tyres,formula_1,error
entering_the_pits_during_safety_car_unless_for_the_purpose_of_changing_tyres,formula_1,error
exceeding_the_vsc_speed_limit,formula_1,error
exceeding_the_virtual_safety_car_speed_limit,formula_1,error
exceeding_vsc_minimum_delta_time_at_vsc_end,formula_1,error
exceeding_virtual_safety_car_minimum_delta_time_at_virtual_safety_car_end,formula_1,error
overtaking_another_car_when_the_vsc_is_in_operation,formula_1,error
overtaking_another_car_when_the_virtual_safety_car_is_in_operation,formula_1,error
car_being_moved_from_the_fast_lane_before_a_race_is_resumed,formula_1,error
team_personnel_touching_equipment_connected_at_15_second_signal,formula_1,error
team_personnel_touching_car_at_15_second_signal,formula_1,error
failing_to_start_from_the_pit_lane_after_team_personnel_touching_car_at_the_15_second_signal,formula_1,error
failing_to_start_from_the_pit_lane_after_team_personnel_touching_equipment_connected_at_15_second_signal,formula_1,error
failing_to_enter_the_pit_lane_if_out_of_position_at_the_sc1_line_on_the_lap_the_sc_enters_the_pits,formula_1,error
overtaking_behind_the_sc_during_a_race_re-start,formula_1,error
failing_to_enter_the_pit_lane_if_out_of_position_at_the_sc1_line_on_the_lap_the_safety_car_enters_the_pits,formula_1,error
unsafe_release_from_a_pit_stop,formula_1,error
unsafe_release_from_a_pit_stop_where_the_driver_is_at_fault,formula_1,error
releasing_a_car_in_an_unsafe_condition_during_a_practice_session,formula_1,error
releasing_a_car_in_a_unsafe_condition_during_a_race,formula_1,error
driving_a_car_knowing_it_to_be_in_an_unsafe_condition_following_releasing_a_car_in_an_unsafe_condition_,formula_1,error
failure_to_comply_with_in-race_penalty_procedure,formula_1,error
change_of_pu_elements_in_excess_of_allowance,formula_1,error
"failing_to_stop_for_weighing,_car_brought_back_untouched",formula_1,error
"failing_to_stop_for_weighing,_car_not_brought_back_or_worked_on",formula_1,error
breaching_of_the_weighing_provisions,formula_1,error
breach_of_pre-sprint_parc_ferme,formula_1,error
technical_infringement,formula_1,error
breach_of_isc_appendix_l_requirements_for_safety_equipment_or_apparel_1st_offence,formula_1,error
breach_of_isc_appendix_l_requirements_for_safety_equipment_or_apparel_2nd_offence,formula_1,error
breach_of_isc_appendix_l_requirements_for_safety_equipment_or_apparel_3rd_offence,formula_1,error
intentional_and_deliberate_false_declaration_by_competitor_on_self_scrutineering_form,formula_1,error
any_midconduct_involving_the_abuse_of_officials,formula_1,error
any_public_incitment__to_violence_or_hatred,formula_1,error
any_misconduct_involing_abuse_of_officials_by_a_driver,formula_1,error
any_misconduct_involving_the_abuse_of_officials_by_a_team_member,formula_1,error
minimum_5s_penalty,formula_1,transition
minimum_5s_penalty_for_the_associated_driver,formula_1,transition
minimum_3_grid_place_penalty_in_the_next_race,formula_1,transition
minimum_3_grid_place_penalty_for_both_cars_in_the_next_race,formula_1,transition
"fine_up_to_5,000_euros",formula_1,neutral
"fine_up_to_20,000_euros",formula_1,neutral
a_public_alopogy_and_repudiation_of_comments,formula_1,neutral
"fine_up_to_100,000_euros_for_competitor",formula_1,neutral
"fine_up_to_60,000_euros_for_driver",formula_1,neutral
"fine_up_to_50,000_euros_for_driver",formula_1,neutral
"fine_up_to_40,000_euros,_part_may_be_suspended_for_12_months",formula_1,transition
team_fine_or_grid_places,formula_1,transition
disqualification_from_qualifiyig_results,formula_1,transition
disqualification_from_race_results,formula_1,transition
grid_places,formula_1,transition
reprimand,formula_1,neutral
10_grid_place_,formula_1,transition
5_grid_place,formula_1,transition
five_grid_places,formula_1,transition
ten_grid_places,formula_1,transition
ten_grid_places_for_the_next_race,formula_1,transition
10s_stop_and_go_or_team_fine,formula_1,transition
team_fine,formula_1,neutral
team_fine_or_three_grid_places,formula_1,transition
5s_or_10s_penalty_or_drive-through,formula_1,transition
either_drive-through_or_10s_stop_and_go,formula_1,transition
start_from_pit_lane,formula_1,transition
must_enter_pits_at_resart_and_join_back_after_last_car,formula_1,transition
10s_stop_and_go,formula_1,transition
10s_penalty_drive-through,formula_1,transition
no_further_action,formula_1,neutral
drivethrough,formula_1,transition
10s_penalty,formula_1,transition
5s_penalty,formula_1,transition
3_grid_place_drop,formula_1,transition
5_place_grid_place_drop,formula_1,transition
start_the_race_from_the_pit_lane,formula_1,transition
rear_of_grid,formula_1,transition
black_flag,formula_1,transition
rd_warning,formula_1,transition
b/w_flag,formula_1,transition
black_and_white_flag,formula_1,transition
warning,formula_1,neutral
lap_deleted,formula_1,transition
potential_loss_of_the_lap_time,formula_1,transition
loss_of_lap_time,formula_1,transition
30_seconds,formula_1,transition
pit_lane_star_for_both_competitor_cars,formula_1,transition
green_flag,formula_1,neutral
blue_flag,formula_1,transition
race_restart,formula_1,neutral
yellow_lights,formula_1,neutral
green_lights,formula_1,neutral
blue_lights,formula_1,transition
chequred_flag,formula_1,neutral
end-of-session,formula_1,neutral
fastest_lap_time,formula_1,transition
attacking,formula_1,offensive
airbox,formula_1,neutral
apex,formula_1,neutral
box,formula_1,neutral
pit_box,formula_1,neutral
blistering,formula_1,neutral
chicane,formula_1,neutral
cockpit,formula_1,neutral
cost_cap,formula_1,neutral
downforce,formula_1,neutral
dirty_air,formula_1,neutral
vortex_generator,formula_1,neutral
drag,formula_1,neutral
drag_reduction_system,formula_1,neutral
ers,formula_1,neutral
energy_reduction_system,formula_1,neutral
fia,formula_1,neutral
federation_internationale_de_i'automobile,formula_1,neutral
flat_spot,formula_1,neutral
free_practice,formula_1,neutral
grad_chelem,formula_1,neutral
grip_,formula_1,neutral
halo,formula_1,neutral
hans_device,formula_1,neutral
lock-up,formula_1,error
podium,formula_1,offensive
pole_position,formula_1,offensive
porpoising,formula_1,error
qualifiying,formula_1,neutral
sprint,formula_1,neutral
sidepod,formula_1,neutral
traction,formula_1,neutral
undercut,formula_1,offensive
circuit,formula_1,neutral
front_wing,formula_1,neutral
q1,formula_1,neutral
q2,formula_1,neutral
q3,formula_1,neutral
formation_lap,formula_1,neutral
out_lap,formula_1,neutral
marbles,formula_1,neutral
racing_line,formula_1,neutral
apex_seal,formula_1,neutral
stint,formula_1,neutral
bite_point,formula_1,neutral
camber,formula_1,neutral
toe_in,formula_1,neutral
toe_out,formula_1,neutral
gearbox,formula_1,neutral
team_principal,formula_1,neutral
race_engineer,formula_1,neutral
strategy_wall,formula_1,neutral
pit_crew,formula_1,neutral
stewards,formula_1,neutral
race_control,formula_1,neutral
paddock,formula_1,neutral
grand_slam,formula_1,neutral
dnf,formula_1,neutral
ride_height,formula_1,neutral
tyre_graining,formula_1,neutral
deg,formula_1,neutral
tyre_degridation,formula_1,neutral
diffuser,formula_1,neutral
hard_tyre,formula_1,neutral
soft_tyre,formula_1,neutral
medium_tyre,formula_1,neutral
wet_tyre,formula_1,neutral
intermediate_tyre,formula_1,neutral
